         100   2.6790000000000000E-003   1.8149999999999998E-003
         200   2.0740999999999999E-002   1.4782999999999998E-002
         300   6.9569000000000006E-002   4.5808000000000001E-002
         400  0.16562700000000000       0.11139699999999997     
         500  0.34985500000000003       0.23637799999999992     
         600  0.58741999999999994       0.37186199999999991     
         700  0.88747900000000002       0.58946000000000009     
         800   1.3413910000000000       0.95797899999999991     
         900   1.9650809999999999        1.2827990000000002     
        1000   3.8657940000000002        3.1037370000000002     
